image,summary_wikipedia,eventLabel,date,event,label,article,participants,article_en
http://commons.wikimedia.org/wiki/Special:FilePath/Seljuk%20Empire%20locator%20map.svg,"In Georgian historiography, the Great Turkish Invasion, also translated as the Great Turkish Troubles (Georgian: დიდი თურქობა, romanized: didi turkoba), refers to the continuous attacks and settlement of the Seljuq-led Turkic tribes in the Georgian lands during the reign of George II in the 1080s. The term has its origin in the 12th-century Georgian chronicle and is accepted in the modern scholarship of Georgia. The Seljuq invasions resulted in a severe crisis in the kingdom of Georgia, leaving several of its provinces depopulated and weakening the royal authority, until the tide was reversed by the military victories of King David IV (r. 1089–1125).",Great Turkish Invasion,1100-01-01T00:00:00Z,http://www.wikidata.org/entity/Q2738355,,,,https://en.wikipedia.org/wiki/Great_Turkish_Invasion
http://commons.wikimedia.org/wiki/Special:FilePath/War%20between%20Muscovy%20and%20the%20Polish-Lithuanian%20Commonwealth%20of%201654-1667%20Montage.png,,Russo-Polish War,1654-01-01T00:00:00Z,http://www.wikidata.org/entity/Q631991,,,"['Tsardom of Russia', ' Crimean Khanate', ' Cossack Hetmanate', ' Polish–Lithuanian Commonwealth']",https://en.wikipedia.org/wiki/Russo-Polish_War_(1654–1667)
http://commons.wikimedia.org/wiki/Special:FilePath/1918%20-%20Generalul%20Ernest%20Brosteanu%20-%20Comandantul%20Diviziei%20din%20Basarabia.PNG,"The Romanian military intervention in Bessarabia took place between 19 January and 8 March (Old Style [O.S.] 5 January – 23 February) 1918, as part of the broader Allied intervention in the Russian Civil War. It pitted the Kingdom of Romania, Russian Republic, Ukrainian People's Republic and anti-Bolshevik factions of the Moldavian Democratic Republic on one side, against the Bolshevik controlled Rumcherod and Odesa Soviet Republic, as well as pro-Bolshevik factions within the Moldavian DR. The intervention began when the Romanian army and its allies crossed into Bessarabia and launched an attack on Chișinău and Ungheni, capturing the latter.
On 19 January, the Bolshevik Frontotdel took hold of Chișinău, only to lose it to a second Romanian offensive on 26 January. On 29 January, Romanian troops besieged Bender; after much bitter fighting the defenders retreated from the city on 2 February. In northern Bessarabia, Romanian troops seized Bălți on 5 February. On 14 February, Vladimir Lenin appointed Mikhail Muravyov as the commander of the Bessarabia and Transnistria Front, reinforcing it with 3,000 soldiers. Muravyov went on a counter-offensive, achieving a number of victories, however his gains were erased when the Central Powers launched a large scale offensive against the Bolsheviks. In the south, Bolshevik sailors continued to control parts of the Budjak until early March, before retreating to Odesa.
Romania used the opportunity to break armistice negotiations with the Bolsheviks and occupy the last Bessarabian territories not under its control. On 6 February, Sfatul Țării, the Moldavian Democratic Republic's parliament, declared the country's independence. On 9 April 1918, the Moldavian Democratic Republic united with Romania.",Romanian military intervention in Bessarabia,1918-03-09T00:00:00Z,http://www.wikidata.org/entity/Q28726406,,,,https://en.wikipedia.org/wiki/Romanian_military_intervention_in_Bessarabia
http://commons.wikimedia.org/wiki/Special:FilePath/Wilhelm%20Camphausen-Die%20Huldigung.jpg,"The First Silesian War (German: Erster Schlesischer Krieg) was a war between Prussia and Austria that lasted from 1740 to 1742 and resulted in Prussia's seizing most of the region of Silesia (now in south-western Poland) from Austria. The war was fought mainly in Silesia, Moravia and Bohemia (the lands of the Bohemian Crown) and formed one theatre of the wider War of the Austrian Succession. It was the first of three Silesian Wars fought between Frederick the Great's Prussia and Maria Theresa's Austria in the mid-18th century, all three of which ended in Prussian control of Silesia.
No particular triggering event started the war. Prussia cited its centuries-old dynastic claims on parts of Silesia as a casus belli, but Realpolitik and geostrategic factors also played a role in provoking the conflict. Maria Theresa's contested succession to the Habsburg monarchy provided an opportunity for Prussia to strengthen itself relative to regional rivals such as Saxony and Bavaria.
The war began with a Prussian invasion of Habsburg Silesia in late 1740, and it ended in a Prussian victory with the 1742 Treaty of Berlin, which recognised Prussia's seizure of most of Silesia and parts of Bohemia. Meanwhile, the wider War of the Austrian Succession continued, and conflict over Silesia would draw Austria and Prussia into a renewed Second Silesian War only two years later. The First Silesian War marked the unexpected defeat of the Habsburg monarchy by a lesser German power and initiated the Austria–Prussia rivalry that would shape German politics for more than a century.",First Silesian War,1740-12-16T00:00:00Z,http://www.wikidata.org/entity/Q559181,,,"['Kingdom of Prussia', ' Habsburg monarchy']",https://en.wikipedia.org/wiki/First_Silesian_War
http://commons.wikimedia.org/wiki/Special:FilePath/The%20Entry%20of%20King%20Gustav%20Vasa%20of%20Sweden%20into%20Stockholm%2C%201523%20%28Carl%20Larsson%29%20-%20Nationalmuseum%20-%2023935.tif,"The Swedish War of Liberation (1521–23; Swedish: Befrielsekriget, lit. 'The Liberation War'), also known as Gustav Vasa's Rebellion and the Swedish War of Secession, was a significant historical event in Sweden, characterized by a nobleman named Gustav Vasa leading a rebellion and civil war against King Christian II. The war resulted in the deposition of King Christian II from the throne of Sweden, effectively putting an end to the Kalmar Union that had united Sweden, Norway, and Denmark. This conflict played a crucial role in shaping Sweden's national identity and history.",Swedish War of Liberation,1521-01-01T00:00:00Z,http://www.wikidata.org/entity/Q688308,Swedish War of Liberation,https://en.wikipedia.org/wiki/Swedish_War_of_Liberation,,https://en.wikipedia.org/wiki/Swedish_War_of_Liberation
http://commons.wikimedia.org/wiki/Special:FilePath/North%20Borneo%20Dispute%20territory.PNG,"The Bruneian Civil War was a civil war fought in the Bruneian Sultanate from 1660 to 1673. During Sultan Muhammad Ali's reign, a dispute led to the killing of Pengiran Muda Alam by Pengiran Muda Bongsu. In retaliation, Abdul Hakkul Mubin killed Muhammad Ali and declared himself the fourteenth sultan. A civil war ensued, with Abdul Hakkul Mubin fleeing to Kinarut. Sultan Muhyiddin sought help from the Sultan of Sulu, promising eastern Sabah as a reward. The dispute over eastern Sabah remains a legacy of this civil war.",Brunei Civil War,1660-01-01T00:00:00Z,http://www.wikidata.org/entity/Q3263276,,,,https://en.wikipedia.org/wiki/Brunei_Civil_War
http://commons.wikimedia.org/wiki/Special:FilePath/Combatentes%20do%20PAIGC%20%28FARP%29%20com%20lan%C3%A7a%20granadas%20e%20pistolas-metralhadoras.png,"The Guinea-Bissau War of Independence (Portuguese: Guerra de Independência da Guiné-Bissau), or the Bissau-Guinean War of Independence, was an armed independence conflict that took place in Portuguese Guinea from 1963 to 1974. It was fought between Portugal and the African Party for the Independence of Guinea and Cape Verde (Partido Africano da Independência da Guiné e Cabo Verde, PAIGC), an armed independence movement backed by Cuba, the Soviet Union, and Yugoslavia. The war is commonly referred to as ""Portugal's Vietnam"" because it was a protracted guerrilla war which had extremely high costs in men and materiel and which created significant internal political turmoil in Portugal.After the assassination of PAIGC leader Amílcar Cabral in January 1973, the military conflict reached a stalemate: Portuguese forces were largely confined to major cities and various fortified bases and were patently unable to dislodge PAIGC from the so-called liberated zones. In September 1973, the PAIGC-dominated People's National Assembly unilaterally declared the independence of a new Republic of Guinea-Bissau; the declaration was recognised by several foreign countries. After the Carnation Revolution, the new Portuguese government agreed to grant independence to Guinea-Bissau in September 1974 and to Cape Verde a year later. PAIGC thus became the first sub-Saharan African liberation movement to achieve independence – if only indirectly – through armed struggle.",Guinea-Bissau War of Independence,1974-09-10T00:00:00Z,http://www.wikidata.org/entity/Q2609193,,,,https://en.wikipedia.org/wiki/Guinea-Bissau_War_of_Independence
http://commons.wikimedia.org/wiki/Special:FilePath/Buffaloes%20being%20transported%20forward%20in%20preparation%20for%20crossing%20the%20Rhine.jpg,"The Western Allied invasion of Germany was coordinated by the Western Allies during the final months of hostilities in the European theatre of World War II. In preparation for the Allied invasion of Germany east of the Rhine, a series of offensive operations were designed to seize and capture its east and west banks: Operation Veritable and Operation Grenade in February 1945, and Operation Lumberjack and Operation Undertone in March 1945; these are considered separate from the main invasion operation. The Allied invasion of Germany east of the Rhine started with the Western Allies crossing the river on 22 March 1945 before fanning out and overrunning all of western Germany from the Baltic in the north to the Alpine passes in the south, where they linked up with troops of the U.S. Fifth Army in Italy. Combined with the capture of Berchtesgaden, any hope of Nazi leadership continuing to wage war from a so-called ""national redoubt"" or escape through the Alps was crushed, shortly followed by unconditional German surrender on 8 May 1945. This is known as the Central Europe Campaign in United States military histories.
By early 1945, events favored the Allied forces in Europe. On the Western Front, the Allies had been fighting in Germany with campaigns against the Siegfried Line since the Battle of Aachen, the Battle of Metz and the Battle of Hürtgen Forest in late 1944 and by January 1945, had pushed the Germans back to their starting points during the Battle of the Bulge. The failure of this offensive exhausted Germany's strategic reserve, leaving it ill-prepared to resist the final Allied campaigns in Europe. Additional losses in the Rhineland further weakened the German Army, leaving shattered remnants of units to defend the east bank of the Rhine. On 7 March, the Allies seized the intact bridge across the Rhine at Remagen, and established a large bridgehead on the river's east bank. During Operation Lumberjack, Operation Plunder and Operation Undertone, German casualties during February–March 1945 are estimated at 400,000 men, including 280,000 men captured as prisoners of war.On the Eastern Front, the Soviet Red Army (including the Polish Armed Forces in the East under Soviet command), had taken most of Poland, launched an offensive into East Prussia and began their invasion into Eastern Germany in February 1945, and by March were within striking distance of Berlin. The initial advance into Romania, the First Jassy–Kishinev Offensive in April and May 1944 was a failure; the Second Jassy–Kishinev Offensive in August succeeded. The Red Army also pushed deep into Hungary (the Budapest Offensive) and eastern Czechoslovakia and temporarily halted at what is now the modern Germany–Poland border on the Oder–Neisse line. These rapid advances on the Eastern Front destroyed additional veteran German combat units and severely limited German Führer Adolf Hitler's ability to reinforce his Rhine defenses. With the Soviets at the door of Berlin, the western Allies decided any attempt on their behalf to push that far east would be too costly, concentrating instead on mopping up resistance in the west German cities. Nazi Germany surrendered unconditionally on 8 May, leaving the western Allies in control of most of Germany.

",Western Allied invasion of Germany,1945-05-08T00:00:00Z,http://www.wikidata.org/entity/Q666414,,,,https://en.wikipedia.org/wiki/Western_Allied_invasion_of_Germany
http://commons.wikimedia.org/wiki/Special:FilePath/Battaglia%20di%20Novara.jpg,"The First Italian War of Independence (Italian: Prima guerra d'indipendenza italiana), part of the Italian Unification (Risorgimento), was fought by the Kingdom of Sardinia (1720–1861) (Piedmont) and Italian volunteers against the Austrian Empire and other conservative states from 23 March 1848 to 22 August 1849 in the Italian Peninsula.
The conflict was preceded by the outbreak of the Sicilian Revolution of 1848 against the House of Bourbon-Two Sicilies. It was precipitated by riots in the cities of Milan (Five Days) and Venice, which rebelled against Austria and established their own governments.
The part of the conflict which was fought by King Charles Albert against Austria in northern Italy was a royal war and consisted of two campaigns. In both campaigns, the Kingdom of Sardinia attacked the Austrian Empire and after initial victories, Sardinia was decisively defeated and so lost the war. The decisive events of the first and second campaigns were the Battles of Custoza and Novara respectively.
At the beginning of the royal war, the Kingdom of Sardinia was supported by the Papal States and the Kingdom of the Two Sicilies, which withdrew after they had barely participated in any of the fighting. However, volunteers from the Papal and the Neapolitan armies joined the other Italian volunteers and fought against Austria.
Besides the royal war, revolutionary movements took place in various Italian states (Papal States, Tuscany, etc.), part of the Revolutions of 1848 in the Italian states, which could not be reconciled with the liberal ideals of Piedmont. Historiography treats those revolutions and the Sicilian Revolution of 23 March 1848 as a popular war. It also failed, ended in the restoration of traditional institutions and forced many rebels into exile.In the popular war with the internal revolutionaries, the Kingdom of Two Sicilies and the Papal States found themselves on the side opposite to the one on which they had been on during the royal war, when they had initially supported Piedmont.
The popular war gave prominence to the military commander Giuseppe Garibaldi, but he was defeated, as was King Charles Albert, who abdicated at the end of the war in favour of his eldest son, King Victor Emmanuel II.

",First Italian War of Independence,1849-08-22T00:00:00Z,http://www.wikidata.org/entity/Q920894,,,"['Austrian Empire', ' Papal States', ' Kingdom of Sardinia', ' Grand Duchy of Tuscany', ' Kingdom of the Two Sicilies']",https://en.wikipedia.org/wiki/First_Italian_War_of_Independence
http://commons.wikimedia.org/wiki/Special:FilePath/SinoFrenchWar1884-1885-fr.png,"The Sino-French War (traditional Chinese: 中法戰爭; simplified Chinese: 中法战争; pinyin: Zhōngfǎ Zhànzhēng, French: Guerre franco-chinoise, Vietnamese: Chiến tranh Pháp-Thanh), also known as the Tonkin War and Tonquin War, was a limited conflict fought from August 1884 to April 1885. There was no declaration of war. The Chinese armies performed better than in its other nineteenth-century wars and the war ended with French retreat on land and the momentum in China's favor. However lack of foreign support, French naval supremacy, and northern threats posed by Russia and Japan forced China to enter negotiations. China ceded its sphere of influence in Tonkin (northern Vietnam) to France and recognized all the French treaties with Annam turning it into a French protectorate. The war strengthened the dominance of Empress Dowager Cixi over the Chinese government, but brought down the government of Prime Minister Jules Ferry in Paris. Both sides ratified the Treaty of Tientsin. According to Lloyd Eastman, ""neither nation reaped diplomatic gains.""",Sino-French War,1885-04-01T00:00:00Z,http://www.wikidata.org/entity/Q706183,,,"['Qing dynasty', ' French Third Republic']",https://en.wikipedia.org/wiki/Sino-French_War
http://commons.wikimedia.org/wiki/Special:FilePath/Treaty%20of%20Greenville.jpg,"The Northwest Indian War (1785–1795), also known by other names, was an armed conflict for control of the Northwest Territory fought between the United States and a united group of Native American nations known today as the Northwestern Confederacy. The United States Army considers it the first of the American Indian Wars.Following centuries of conflict for control of this region, the land comprising the Northwest Territory was granted to the new United States by the Kingdom of Great Britain in article 2 of the Treaty of Paris, which ended the American Revolutionary War. The treaty used the Great Lakes as a border between British territory and the United States. This granted significant territory to the United States, initially known as the Ohio Country and the Illinois Country, which had previously been prohibited to new settlements. However, numerous Native American peoples inhabited this region, and the British maintained a military presence and continued policies that supported their Native allies. With the encroachment of European-American settlers west of the Appalachian Mountains after the war, a Huron-led confederacy formed in 1785 to resist the usurpation of Indian lands, declaring that lands north and west of the Ohio River were Indian territory.
Four years after the start of the British-supported Native American military campaign, the Constitution of the United States went into effect; George Washington was sworn in as president, which made him the commander-in-chief of U.S. military forces. Accordingly, Washington directed the United States Army to enforce U.S. sovereignty over the territory. The U.S. Army, consisting mostly of untrained recruits and volunteer militiamen, suffered a series of major defeats, including the Harmar campaign (1790) and St. Clair's defeat (1791), which are among the worst defeats ever suffered in the history of the U.S. Army.
St. Clair's devastating loss destroyed most of the United States Army and left the United States vulnerable. Washington was also under congressional investigation and was compelled to quickly raise a bigger army. He chose Revolutionary War veteran General Anthony Wayne to organize and train a proper fighting force. Wayne took command of the new Legion of the United States late in 1792 and spent a year building, training, and acquiring supplies. After a methodical campaign up the Great Miami and Maumee river valleys in western Ohio Country, Wayne led his Legion to a decisive victory at the Battle of Fallen Timbers near the southwestern shore of Lake Erie (near modern Toledo, Ohio) in 1794. Afterward, he went on to establish Fort Wayne at the Miami capital of Kekionga, the symbol of U.S. sovereignty in the heart of Indian Country and within sight of the British. The defeated tribes were forced to cede extensive territory, including much of present-day Ohio, in the Treaty of Greenville in 1795. The Jay Treaty in the same year arranged for cessions of British Great Lakes outposts on the U.S. territory. The British would later retake this land briefly during the War of 1812.",Northwest Indian War,1785-01-01T00:00:00Z,http://www.wikidata.org/entity/Q2656995,,,"['Great Britain', ' Chickasaw', ' Western Confederacy', ' United States of America', ' Choctaw']",https://en.wikipedia.org/wiki/Northwest_Indian_War
http://commons.wikimedia.org/wiki/Special:FilePath/En%20Mendigorr%C3%ADa.jpg,"The First Carlist War was a civil war in Spain from 1833 to 1840, the first of three Carlist Wars. It was fought between two factions over the succession to the throne and the nature of the Spanish monarchy: The conservative and devolutionist supporters of the late king's brother, Carlos de Borbón (or Carlos V), became known as Carlists (carlistas), while the progressive and centralist supporters of the regent, Maria Christina, acting for Isabella II of Spain, were called Liberals (liberales), cristinos or isabelinos. It is considered by some authors to be the largest and most deadly civil war of the period.The main Carlist forces were split in three geographically distinct armies where Carlist support was strongest: 'North', 'Maestrazgo', and 'Catalonia', which by and large operated independently from each other. Several independent, but nominally Carlist bands also waged a guerrilla war in mountain areas as far south as La Mancha and Andalusia, but were derided as bandoleros (bandits) by the Christino liberal government.Aside from being a war of succession about the question of who was the rightful successor to Ferdinand VII of Spain, the Carlists' goal was the return to a traditional monarchy, while the Liberals sought to defend the constitutional monarchy. Portugal, France and the United Kingdom supported the regency and sent volunteer and even regular forces to confront the Carlist army.

",First Carlist War,1833-09-29T00:00:00Z,http://www.wikidata.org/entity/Q2341073,,,"['liberalism and radicalism in Spain', ' Carlism', ' Carlist army']",https://en.wikipedia.org/wiki/First_Carlist_War
http://commons.wikimedia.org/wiki/Special:FilePath/MuseuJulio11.jpg,"The Ragamuffin War or Ragamuffin Revolution (Portuguese: Guerra dos Farrapos or Revolução Farroupilha) was a Republican uprising that began in southern Brazil, in the province (current state) of Rio Grande do Sul in 1835. The rebels were led by generals Bento Gonçalves da Silva and Antônio de Sousa Neto with the support of the Italian fighter Giuseppe Garibaldi. The war ended with an agreement between the two sides known as Green Poncho Treaty (Portuguese: Tratado de Poncho Verde) in 1845.
Over time, the revolution acquired a separatist character and influenced separatist movements throughout the entire country such as the Liberal Rebellions in São Paulo, Rio de Janeiro, and Minas Gerais in 1842, and the Sabinada in Bahia in 1837. 
It was inspired by the recently ended Cisplatine War, maintaining connections with both Uruguayan leaders as well as independent Argentine provinces such as Corrientes and Santa Fe. It even expanded to the Brazilian coast, in Laguna, with the proclamation of the Juliana Republic and to the Santa Catarina plateau of Lages.
The abolition of slavery was one of the demands of the Farrapos movement.  Many slaves organized troops during the Ragamuffin War,  the most famous of which is the Black Lancers Troop, annihilated in a surprise attack in 1844 known as Battle of Porongos.",Farroupilha Revolution,1835-09-20T00:00:00Z,http://www.wikidata.org/entity/Q209297,,,"['Empire of Brazil', ' Riograndense Republic']",https://en.wikipedia.org/wiki/Ragamuffin_War
http://commons.wikimedia.org/wiki/Special:FilePath/Nauruan-warrior-1880ers.jpg,"The Nauruan Civil War was fought from 1878 to 1888, between forces loyal to incumbent King Aweida of Nauru and those seeking to depose him in favour of a rival claimant. The war was preceded by the introduction of firearms to the island and its inhabitants, Nauruans, as a whole. For the majority of the war, the loyalists and the rebels found themselves in a stalemate, with one side controlling the northern and the other the southern part of the island. 
In 1888, the German Empire intervened by restoring Aweida to the throne and confiscating combatants' firearms; by the time they had finished, the German soldiers had confiscated 791 rifles from both belligerents, nearly one gun per every remaining living inhabitant of the island. By historical estimates, Nauru had a population of approximately 1,400 in 1848; by the end of war, there were about 900 inhabitants.Having effectively been put under German control with the civil war's ceasefire, Nauru was shortly thereafter annexed into the German colonial empire, as part of German New Guinea.",Nauruan Civil War,1878-01-01T00:00:00Z,http://www.wikidata.org/entity/Q519546,,,"['German Empire', ' Nauru']",https://en.wikipedia.org/wiki/Nauruan_Civil_War
http://commons.wikimedia.org/wiki/Special:FilePath/OttomanEmpireIn1683.png,,Ottoman–Safavid War,1578-01-01T00:00:00Z,http://www.wikidata.org/entity/Q701644,,,"['Safavid dynasty', ' Ottoman Empire']",https://en.wikipedia.org/wiki/Ottoman–Safavid_War_(1578–1590)
http://commons.wikimedia.org/wiki/Special:FilePath/Katanga%20in%20Democratic%20Republic%20of%20the%20Congo.svg,"Shaba II was a brief conflict fought in the Zairean province of Shaba (now Katanga) in 1978. The conflict broke out on 11 May 1978 after 6,500 rebels from the Congolese National Liberation Front (FNLC), a Katangese separatist militia, crossed the border from Angola into Zaire in an attempt to achieve the province's secession from the Zairian regime of Mobutu Sese Seko. The FNLC captured the important mining town of Kolwezi.",Shaba II,1978-06-01T00:00:00Z,http://www.wikidata.org/entity/Q2745406,,,,https://en.wikipedia.org/wiki/Shaba_II
http://commons.wikimedia.org/wiki/Special:FilePath/Technical%20Liberia.jpg,"The Second Liberian Civil War was a civil war in the West African nation of Liberia that lasted from 1999 to 2003.
President Charles Taylor came to power in 1997 after victory in the First Liberian Civil War which led to two years of peace. The Liberians United for Reconciliation and Democracy (LURD), an anti-Taylor rebel group backed by the government of Guinea, invaded northern Liberia in April 1999. LURD made gradual gains against Taylor in the north and began approaching the capital Monrovia by early 2002. The Movement for Democracy in Liberia (MODEL), a second anti-Taylor rebel group, invaded southern Liberia in early 2003 and quickly conquered most of the south. Taylor, reduced to controlling only a third of Liberia and under pressure from the Siege of Monrovia, resigned in August 2003 and fled to Nigeria. The Accra Comprehensive Peace Agreement was signed by the warring parties a week later, marking the political end of the conflict and beginning Liberia's transition to democracy. The National Transitional Government led by interim President Gyude Bryant  governed the country until the 2005 general election.
The Second Liberian Civil War resulted in the deaths of over 50,000 people and the internal displacement of thousands more. The conflict saw the widespread use of child soldiers by both Taylor and LURD. The United Nations Mission in Liberia was deployed in the country until it was officially withdrawn in 2018.",Second Liberian Civil War,1999-04-21T00:00:00Z,http://www.wikidata.org/entity/Q1960733,,,"['Liberian National Police', ' Movement for Democracy in Liberia', ' Liberians United for Reconciliation and Democracy', ' Anti-Terrorist Unit', ' Armed Forces of Liberia']",https://en.wikipedia.org/wiki/Second_Liberian_Civil_War
http://commons.wikimedia.org/wiki/Special:FilePath/Nyangwe.jpg,"The Congo Arab war or Arab war was a colonial war fought between the Congo Free State and Arab-Swahili warlords associated with the Arab slave trade in the eastern regions of the Congo basin between 1892 and 1894.
The war was caused by the Free State and the Arabs contending for the control of regional resources. The war ended in January 1894 with a victory of Leopold's Force Publique. Initially, the Free State collaborated with the Arabs. Still, competition struck over the control of ivory and the topic of the humanitarian pledges given by Leopold II, King-Sovereign of the Congo Free State, to the Berlin Conference to end slavery. Leopold II's stance turned confrontational against his once-allies. The war against the Swahili-Arab economic and political power was presented as a Christian anti-slavery crusade.

",Congo–Arab War,1892-04-01T00:00:00Z,http://www.wikidata.org/entity/Q2935437,,,"['Congo Free State', ' Tippu Tip', ' Sefu bin Hamid']",https://en.wikipedia.org/wiki/Congo_Arab_war
http://commons.wikimedia.org/wiki/Special:FilePath/Bitka%20za%20moravac.jpg,,Serbian–Ottoman Wars,1876-06-30T00:00:00Z,http://www.wikidata.org/entity/Q4416705,,,,https://en.wikipedia.org/wiki/Serbian–Ottoman_Wars_(1876–1878)
http://commons.wikimedia.org/wiki/Special:FilePath/Disputed%20Toledo%20Strip.png,"The Toledo War (1835–36), also known as the Michigan–Ohio War or the Ohio–Michigan War, was a boundary dispute between the U.S. state of Ohio and the adjoining territory of Michigan over what is now known as the Toledo Strip. Control of the mouth of the Maumee River and the inland shipping opportunities it represented, and the good farmland to the west were seen by both parties as valuable economic assets.
Poor geographical understanding of the Great Lakes helped produce conflicting state and federal legislation between 1787 and 1805, and varying interpretations of the laws led the governments of Ohio and Michigan to both claim jurisdiction over a 468-square-mile (1,210 km2) region along their border. The situation came to a head when Michigan petitioned for statehood in 1835 and sought to include the disputed territory within its boundaries. Both sides passed legislation attempting to force the other side's capitulation, and Ohio's Governor Robert Lucas and Michigan's 24-year-old ""Boy Governor"" Stevens T. Mason helped institute criminal penalties for residents submitting to the other's authority. Both states deployed militias on opposite sides of the Maumee River near Toledo, but besides mutual taunting, there was little interaction between the two forces. The single military confrontation of the ""war"" ended with a report of shots being fired into the air, incurring no casualties. The only blood spilled was the non-fatal stabbing of a law enforcement officer.
During the summer of 1836, the United States Congress proposed a compromise whereby Michigan gave up its claim to the strip in exchange for its statehood and the remaining three-quarters of the Upper Peninsula. The northern region's mineral wealth later became an economic asset to Michigan, but at the time the compromise was considered a poor deal for the new state, and voters in a statehood convention in September soundly rejected it. But in December, facing a dire financial crisis and pressure from Congress and President Andrew Jackson, the Michigan government called another convention (called the ""Frostbitten Convention""), which accepted the compromise, resolving the Toledo War.

",Toledo War,1835-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1369423,,,"['Michigan Territory', ' Ohio']",https://en.wikipedia.org/wiki/Toledo_War
http://commons.wikimedia.org/wiki/Special:FilePath/Cesarstwo%20%C5%81aci%C5%84skie1204.png,,Bulgarian–Latin Wars,1204-01-01T00:00:00Z,http://www.wikidata.org/entity/Q3544429,,,,https://en.wikipedia.org/wiki/Bulgarian–Latin_wars
http://commons.wikimedia.org/wiki/Special:FilePath/Katamon.jpg,"The 1947–1948 civil war in Mandatory Palestine was the first phase of the 1947–1949 Palestine war. It broke out after the General Assembly of the United Nations adopted a resolution on 29 November 1947 recommending the adoption of the Partition Plan for Palestine.During the civil war, the Jewish and Arab communities of Palestine clashed (the latter supported by the Arab Liberation Army) while the British, who had the obligation to maintain order, organized their withdrawal and intervened only on an occasional basis.
When the British Mandate of Palestine expired on 14 May 1948, and with the Declaration of the Establishment of the State of Israel, the surrounding Arab states—Egypt, Transjordan, Iraq and Syria—invaded what had just ceased to be Mandatory Palestine, and immediately attacked Israeli forces and several Jewish settlements. The conflict thus escalated and became the 1948 Arab–Israeli War.",1947–1948 civil war in Mandatory Palestine,1940-01-01T00:00:00Z,http://www.wikidata.org/entity/Q2379101,,,"['Army of the Holy War', ' Haganah']",https://en.wikipedia.org/wiki/1947–1948_civil_war_in_Mandatory_Palestine
http://commons.wikimedia.org/wiki/Special:FilePath/BAP%20Almirante%20Grau%20en%20mar%20ecuatoriano%20%281941%29.jpg,,Ecuadorian–Peruvian War,1942-01-31T00:00:00Z,http://www.wikidata.org/entity/Q1500631,,,"['Peru', ' Ecuador']",https://en.wikipedia.org/wiki/Ecuadorian–Peruvian_War
http://commons.wikimedia.org/wiki/Special:FilePath/Todor%20Svetoslav%201307.jpg,The Byzantine civil war of 1321–1328 was a series of conflicts between the Byzantine emperor Andronikos II Palaiologos and his grandson Andronikos III Palaiologos over control of the Byzantine Empire.,Byzantine civil war of 1321–1328,1321-01-01T00:00:00Z,http://www.wikidata.org/entity/Q3499292,,,"['Kingdom of Serbia', ' Andronikos II Palaiologos', ' Andronikos III Palaiologos', ' Second Bulgarian Empire']",https://en.wikipedia.org/wiki/Byzantine_civil_war_of_1321–1328
