date,participants,eventLabel,article_en,summary_wikipedia,image,event
1897-10-01T00:00:00Z,"['company rule in Rhodesia', ' Shona people', ' British South Africa Company']",Second Matabele War,https://en.wikipedia.org/wiki/Second_Matabele_War,,http://commons.wikimedia.org/wiki/Special:FilePath/Burnham%20%26%20Bonar%20Armstrong%20after%20the%20assassination%20of%20Mlimo.jpg,http://www.wikidata.org/entity/Q233657
1847-01-01T00:00:00Z,"['Mexico', ' Republic of Yucatán', ' Chan Santa Cruz', ' United Kingdom of Great Britain and Ireland', ' British Honduras']",Caste War of Yucatán,https://en.wikipedia.org/wiki/Caste_War_of_Yucatán,"The Caste War of Yucatán or ba'atabil kichkelem Yúum (1847–1915) began with the revolt of native Maya people of the Yucatán Peninsula against Hispanic populations, called Yucatecos. The latter had long held political and economic control of the region. A lengthy war ensued between the Yucateco forces based in the northwest of the Yucatán and the independent Maya in the southeast.The Caste War took place within the economic and political context of late colonial and post-independence Yucatán. By the end of the eighteenth century, Yucatán's population had expanded considerably, and white and mestizo Mexicans migrated to rural towns. Economic opportunities, primarily in the production of henequen and sugar cane, attracted investment and encroachment onto indigenous customary lands in the south and east of the peninsula. Shortly after the Mexican War of Independence in 1821, the Yucatecan congress passed a series of laws that facilitated and encouraged this process. By the 1840s, land alienation had increased precipitously, forcing much of the Maya peasantry to work as indebted laborers on large estates (haciendas). This had a dramatic effect on the Maya and precipitated the war.In the 1850s, the United Kingdom recognized the Maya state because of the value of its trade with British Honduras (present-day Belize) and provided arms to the rebels at the beginning of the insurgency. By 1867, the Maya occupied parts of the western part of the Yucatán, including the District of Petén, where the Xloschá and Macanché tribes allied with them. Growing investment in Mexico resulted in a change in United Kingdom policy, and in 1893 London signed a new treaty with the Mexican government, recognizing its control of all of the Yucatán, formalizing the border with British Honduras, and closing the British colony to trade with Chan Santa Cruz, the capital of the Maya.
The war unofficially ended in 1901 when the Mexican army occupied Chan Santa Cruz and subdued neighboring areas. Another formal end came in 1915 when Mexican forces led by Yucatán Governor Salvador Alvarado subdued the territory. Alvarado introduced reforms from the Mexican Revolution that ended some Maya grievances. Skirmishes with small settlements that rejected Mexican control continued until 1933.",http://commons.wikimedia.org/wiki/Special:FilePath/Chan%20Santa%20Cruz%20Maya.gif,http://www.wikidata.org/entity/Q772814
1493-01-01T00:00:00Z,"['Kingdom of Croatia', ' Ottoman Empire']",Hundred Years' Croatian–Ottoman War,https://en.wikipedia.org/wiki/Hundred_Years'_Croatian–Ottoman_War,,http://commons.wikimedia.org/wiki/Special:FilePath/Johann%20Peter%20Krafft%20005.jpg,http://www.wikidata.org/entity/Q3502774
1894-10-24T00:00:00Z,,Peruvian Civil War of 1894–1895,https://en.wikipedia.org/wiki/Peruvian_Civil_War_of_1894–1895,"The Peruvian Civil War of 1894–1895 was an internal conflict sparked by the election of Andrés Avelino Cáceres to the presidency of Peru. As Nicolás de Piérola and his forces entered the Peruvian capital, Lima, 1,000 people were killed. Cáceres resigned and Piérola became President of Peru.",http://commons.wikimedia.org/wiki/Special:FilePath/Pueblo%20libre%20musee%20lepiani%20entree%20a%20Lima.jpg,http://www.wikidata.org/entity/Q5887721
1636-12-09T00:00:00Z,,Second Manchu invasion of Korea,https://en.wikipedia.org/wiki/Qing_invasion_of_Joseon,"The Qing invasion of Joseon (Korean: 병자호란; Hanja: 丙子胡亂) occurred in the winter of 1636 when the newly established Qing dynasty invaded the Joseon dynasty, establishing the former's status as the hegemon in the Imperial Chinese Tributary System and formally severing Joseon's relationship with the Ming dynasty. The invasion was preceded by the Later Jin invasion of Joseon in 1627.
The invasion resulted in a Qing victory. Joseon was forced to establish a tributary relationship with the Qing Empire, as well as cut ties with the declining Ming. The crown prince of Joseon along with his younger brother were taken as hostages, but they came back to Joseon after a few years. One of the two later became the King Hyojong. He is best known for his plan for an expedition to the Qing dynasty.",,http://www.wikidata.org/entity/Q487757
1384-07-01T00:00:00Z,,Lithuanian Civil War of 1381–1384,https://en.wikipedia.org/wiki/Lithuanian_Civil_War_(1381–1384),"The Lithuanian Civil War of 1381–1384 was the first struggle for power between the cousins Jogaila, Grand Duke of Lithuania and later King of Poland, and Vytautas the Great. It began after Jogaila signed the Treaty of Dovydiškės with the Teutonic Knights which was aimed against his uncle Kęstutis, father of Vytautas. Kęstutis briefly seized power in the Grand Duchy, but was betrayed by adherents of Jogaila primarily from Vilnius. During negotiations for a truce Kęstutis and Vytautas were arrested and transported to the Kreva Castle. Kęstutis died there a week later but Vytautas managed to escape and then sought an alliance with the Teutonic Knights. Subsequently their joint forces raided Lithuanian lands. Eventually the cousins were reconciled as Jogaila needed internal stability in anticipation of negotiations with the Grand Duchy of Moscow and the Kingdom of Poland regarding the possible Christianization of Lithuania. The war did not settle the power struggle; it continued during the next Lithuanian Civil War (1389–1392) which was resolved by the signing of the Ostrów Agreement. After more than ten years of struggle, Vytautas finally became the Grand Duke of Lithuania and ruled the country for thirty-eight years.",http://commons.wikimedia.org/wiki/Special:FilePath/Treaty%20of%20Dovydi%C5%A1k%C4%97s%20between%20Jogaila%20and%20Order.png,http://www.wikidata.org/entity/Q549605
2018-05-27T00:00:00Z,,2018 Armenian–Azerbaijani clashes,https://en.wikipedia.org/wiki/2018_Armenian–Azerbaijani_clashes,,http://commons.wikimedia.org/wiki/Special:FilePath/Gyunnyut%20Operation.png,http://www.wikidata.org/entity/Q54448834
1221-01-01T00:00:00Z,['Go-Toba'],Jōkyū War,https://en.wikipedia.org/wiki/Jōkyū_War,"Jōkyū War (承久の乱, jōkyū no ran), also known as the Jōkyū Disturbance or the Jōkyū Rebellion, was fought in Japan between the forces of Retired Emperor Go-Toba and those of the Hōjō clan, regents of the Kamakura shogunate, whom the retired emperor was trying to overthrow.
The main battle was at Uji, just outside Kyōto; this was the third battle to be fought there in less than half a century. It took place in 1221, that is, the third year of the Jōkyū era.",,http://www.wikidata.org/entity/Q1372308
1911-12-01T00:00:00Z,,Dominican Civil War of 1911–12,https://en.wikipedia.org/wiki/Dominican_Civil_War_(1911–1912),"The Dominican Civil War that lasted from December 1911 until November 1912 was the bloodiest in the history of the Dominican Republic. It began as an uprising in the northwest of the country. The United States considered military intervention, but it succeeded in negotiating a settlement without landing its forces. The war is sometimes known as the ""War of the Quiquises"", a nickname given to the rebels.",,http://www.wikidata.org/entity/Q16573193
1992-10-18T00:00:00Z,"['Republic of Bosnia and Herzegovina', ' Croatia', ' Croatian Republic of Herzeg-Bosnia']",Croat–Bosniak War,https://en.wikipedia.org/wiki/Croat–Bosniak_War,,http://commons.wikimedia.org/wiki/Special:FilePath/Croat%E2%80%93Bosniak%20War%20collage.jpg,http://www.wikidata.org/entity/Q1069736
1835-01-01T00:00:00Z,"['Michigan Territory', ' Ohio']",Toledo War,https://en.wikipedia.org/wiki/Toledo_War,"The Toledo War (1835–36), also known as the Michigan–Ohio War or the Ohio–Michigan War, was a boundary dispute between the U.S. state of Ohio and the adjoining territory of Michigan over what is now known as the Toledo Strip. Control of the mouth of the Maumee River and the inland shipping opportunities it represented, and the good farmland to the west were seen by both parties as valuable economic assets.
Poor geographical understanding of the Great Lakes helped produce conflicting state and federal legislation between 1787 and 1805, and varying interpretations of the laws led the governments of Ohio and Michigan to both claim jurisdiction over a 468-square-mile (1,210 km2) region along their border. The situation came to a head when Michigan petitioned for statehood in 1835 and sought to include the disputed territory within its boundaries. Both sides passed legislation attempting to force the other side's capitulation, and Ohio's Governor Robert Lucas and Michigan's 24-year-old ""Boy Governor"" Stevens T. Mason helped institute criminal penalties for residents submitting to the other's authority. Both states deployed militias on opposite sides of the Maumee River near Toledo, but besides mutual taunting, there was little interaction between the two forces. The single military confrontation of the ""war"" ended with a report of shots being fired into the air, incurring no casualties. The only blood spilled was the non-fatal stabbing of a law enforcement officer.
During the summer of 1836, the United States Congress proposed a compromise whereby Michigan gave up its claim to the strip in exchange for its statehood and the remaining three-quarters of the Upper Peninsula. The northern region's mineral wealth later became an economic asset to Michigan, but at the time the compromise was considered a poor deal for the new state, and voters in a statehood convention in September soundly rejected it. But in December, facing a dire financial crisis and pressure from Congress and President Andrew Jackson, the Michigan government called another convention (called the ""Frostbitten Convention""), which accepted the compromise, resolving the Toledo War.

",http://commons.wikimedia.org/wiki/Special:FilePath/Disputed%20Toledo%20Strip.png,http://www.wikidata.org/entity/Q1369423
1228-01-01T00:00:00Z,,Drenther Crusade,https://en.wikipedia.org/wiki/Drenther_Crusade,"The Drenther Crusade was a military campaign launched against the inhabitants of Drenthe with the approval of the Papacy in 1228 and lasting until 1232. It was led by Willibrand, Bishop of Utrecht, commanding an army composed mostly of Frisian crusaders.
The crusade was part of a longstanding conflict between the Drenthers (or Drents) and the bishopric of Utrecht over the prerogatives of the bishop and the religious practices of the Drenthers. The incident which turned the conflict into a crusade was the killing of Bishop Otto II of Utrecht in the Battle of Ane in 1227. Willibrand received papal authorization for a crusade on the grounds, it appears, that the Drenthers were heretics for defying their bishop. He preached the cross in Frisia between the summer of 1228 and the winter of 1230–31. There were several battles, but the crusade ended inconclusively in September 1232. The conflict simmered on into 1234.There are two main sources for the conflict, both written around 1232–33 by contemporaries and eyewitnesses in the following of the bishop: the Deeds of the Bishops of Utrecht and A Certain Narrative of Groningen, Drenthe and Coevorden.",,http://www.wikidata.org/entity/Q2570116
1921-01-01T00:00:00Z,"['Karl I of Austria', ' Miklós Horthy', ' Empress Zita of Austria']",Charles IV of Habsburg's attempts to retake the throne of Hungary,https://en.wikipedia.org/wiki/Charles_IV_of_Hungary's_attempts_to_retake_the_throne,"After Miklós Horthy was chosen Regent of Hungary on 1 March 1920, Charles I of Austria, who reigned in Hungary as Charles IV, made two unsuccessful attempts to retake the throne. His attempts are also called the ""First"" and ""Second Royal coups d'état"" (első és második királypuccs in Hungarian) respectively.",http://commons.wikimedia.org/wiki/Special:FilePath/CarlosYZitaEnGy%C5%91r19211021.jpg,http://www.wikidata.org/entity/Q4382589
1894-12-15T00:00:00Z,"['Ethiopian Empire', ' Kingdom of Italy']",First Italo-Ethiopian War,https://en.wikipedia.org/wiki/First_Italo-Ethiopian_War,,http://commons.wikimedia.org/wiki/Special:FilePath/Ethiopia%20Italia%20war-2.JPG,http://www.wikidata.org/entity/Q989115
1435-09-30T00:00:00Z,"['Burgundian party', ' Armagnac']",Armagnac–Burgundian Civil War,https://en.wikipedia.org/wiki/Armagnac–Burgundian_Civil_War,The Armagnac–Burgundian Civil War was a conflict between two cadet branches of the French royal family – the House of Orléans (Armagnac faction) and the House of Burgundy (Burgundian faction) from 1407 to 1435. It began during a lull in the Hundred Years' War against the English and overlapped with the Western Schism of the papacy.,http://commons.wikimedia.org/wiki/Special:FilePath/Loup-Orleans-lion-Bourgogne.jpg,http://www.wikidata.org/entity/Q1021160
2500-01-01T00:00:00Z,"['Qing dynasty', ' United Kingdom of Great Britain and Ireland']",First Opium War,https://en.wikipedia.org/wiki/First_Opium_War,"The First Opium War (Chinese: 第一次鴉片戰爭; pinyin: Dìyīcì Yāpiàn Zhànzhēng), also known as the Anglo-Sino War, was a series of military engagements fought between the British Empire and the Qing dynasty of China between 1839 and 1842. The immediate issue was the Chinese enforcement of their ban on the opium trade by seizing private opium stocks from merchants at Canton and threatening to impose the death penalty for future offenders. Despite the opium ban, the British government supported the merchants' demand for compensation for seized goods, and insisted on the principles of free trade and equal diplomatic recognition with China. Opium was Britain's single most profitable commodity trade of the 19th century. After months of tensions between the two states, the British navy launched an expedition in June 1840, which ultimately defeated the Chinese using technologically superior ships and weapons by August 1842. The British then imposed the Treaty of Nanking, which forced China to increase foreign trade, give compensation, and cede Hong Kong to the British. Consequently the opium trade continued in China. Twentieth-century nationalists considered 1839 the start of a century of humiliation, and many historians consider it the beginning of modern Chinese history.
In the 18th century, the demand for Chinese luxury goods (particularly silk, porcelain, and tea) created a trade imbalance between China and Britain. European silver flowed into China through the Canton System, which confined incoming foreign trade to the southern port city of Canton. To counter this imbalance, the British East India Company began to grow opium in Bengal and allowed private British merchants to sell opium to Chinese smugglers for illegal sale in China. The influx of narcotics reversed the Chinese trade surplus, drained the economy of silver, and increased the numbers of opium addicts inside the country, outcomes that seriously worried Chinese officials.
In 1839, the Daoguang Emperor, rejecting proposals to legalise and tax opium, appointed Viceroy Lin Zexu to go to Canton to halt the opium trade completely. Lin wrote an open letter to Queen Victoria appealing to her moral responsibility to stop the opium trade, although she never read it. Lin then resorted to using force in the western merchants enclave. He arrived in Guangzhou at the end of January and organized a coastal defense. In March, British opium dealers were forced to hand over 2.37 million pounds of opium. On 3 June, Lin ordered the opium to be destroyed in public on Humen Beach to show the Government's determination to ban smoking. All other supplies were confiscated and a blockade of foreign ships on the Pearl River was ordered.Tensions escalated in July after British sailors killed a Chinese villager and the British government refused to hand the accused men over to Chinese authorities. Fighting later broke out, with the British navy destroying the Chinese naval blockade, and launching an offensive. In the ensuing conflict, the Royal Navy used its superior naval and gunnery power to inflict a series of decisive defeats on the Chinese Empire. In 1842, the Qing dynasty was forced to sign the Treaty of Nanking—the first of what the Chinese later called the unequal treaties—which granted an indemnity and extraterritoriality to British subjects in China, opened five treaty ports to British merchants, and ceded Hong Kong Island to the British Empire. The failure of the treaty to satisfy British goals of improved trade and diplomatic relations led to the Second Opium War (1856–60). The resulting social unrest was the background for the Taiping Rebellion, which further weakened the Qing regime.

",http://commons.wikimedia.org/wiki/Special:FilePath/Destroying%20Chinese%20war%20junks%2C%20by%20E.%20Duncan%20%281843%29.jpg,http://www.wikidata.org/entity/Q191282
1740-12-16T00:00:00Z,"['Kingdom of Prussia', ' Habsburg monarchy']",First Silesian War,https://en.wikipedia.org/wiki/First_Silesian_War,"The First Silesian War (German: Erster Schlesischer Krieg) was a war between Prussia and Austria that lasted from 1740 to 1742 and resulted in Prussia's seizing most of the region of Silesia (now in south-western Poland) from Austria. The war was fought mainly in Silesia, Moravia and Bohemia (the lands of the Bohemian Crown) and formed one theatre of the wider War of the Austrian Succession. It was the first of three Silesian Wars fought between Frederick the Great's Prussia and Maria Theresa's Austria in the mid-18th century, all three of which ended in Prussian control of Silesia.
No particular triggering event started the war. Prussia cited its centuries-old dynastic claims on parts of Silesia as a casus belli, but Realpolitik and geostrategic factors also played a role in provoking the conflict. Maria Theresa's contested succession to the Habsburg monarchy provided an opportunity for Prussia to strengthen itself relative to regional rivals such as Saxony and Bavaria.
The war began with a Prussian invasion of Habsburg Silesia in late 1740, and it ended in a Prussian victory with the 1742 Treaty of Berlin, which recognised Prussia's seizure of most of Silesia and parts of Bohemia. Meanwhile, the wider War of the Austrian Succession continued, and conflict over Silesia would draw Austria and Prussia into a renewed Second Silesian War only two years later. The First Silesian War marked the unexpected defeat of the Habsburg monarchy by a lesser German power and initiated the Austria–Prussia rivalry that would shape German politics for more than a century.",http://commons.wikimedia.org/wiki/Special:FilePath/Wilhelm%20Camphausen-Die%20Huldigung.jpg,http://www.wikidata.org/entity/Q559181
1859-01-01T00:00:00Z,"['United Kingdom', ' United States of America']",Pig War,https://en.wikipedia.org/wiki/Pig_War_(1859),"The Pig War was a confrontation in 1859 between the United States and the United Kingdom over the British–U.S. border in the San Juan Islands, between Vancouver Island (present-day Canada) and the State of Washington. The Pig War, so called because it was triggered by the shooting of a pig, is also called the Pig Episode, the Pig and Potato War, the San Juan Boundary Dispute, and the Northwestern Boundary Dispute. Despite being referred to as a ""war"", there were no casualties on either side.",http://commons.wikimedia.org/wiki/Special:FilePath/PigWar-boundaries.png,http://www.wikidata.org/entity/Q1064335
1431-01-01T00:00:00Z,"['Kingdom of Poland', ' Teutonic Order']",Polish–Teutonic War of 1431–35,https://en.wikipedia.org/wiki/Polish–Teutonic_War_(1431–1435),,,http://www.wikidata.org/entity/Q720936
1860-07-11T00:00:00Z,,1860 civil conflict in Mount Lebanon and Damascus,https://en.wikipedia.org/wiki/1860_civil_conflict_in_Mount_Lebanon_and_Damascus,"The 1860 civil conflict in Mount Lebanon and Damascus (also called the 1860 Syrian Civil War) was a civil conflict in Mount Lebanon during Ottoman rule in 1860–1861 fought mainly between the local Druze and Christians. Following decisive Druze victories and massacres against the Christians, the conflict spilled over into other parts of Ottoman Syria, particularly Damascus, where thousands of Christian residents were killed by Muslim and Druze militiamen. The fighting precipitated a French-led international military intervention.",http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Baptiste%20Huysmans%201.jpg,http://www.wikidata.org/entity/Q3772246
1918-11-28T00:00:00Z,,Estonian War of Independence,https://en.wikipedia.org/wiki/Estonian_War_of_Independence,"The Estonian War of Independence, also known as the Estonian Liberation War, was a defensive campaign of the Estonian Army and its allies, most notably the United Kingdom, against the Bolshevik westward offensive of 1918–1919 and the 1919 aggression of the Baltische Landeswehr. The campaign was the struggle of the newly established democratic nation of Estonia for independence in the aftermath of World War I. It resulted in a victory for Estonia and was concluded in the 1920 Treaty of Tartu.

",http://commons.wikimedia.org/wiki/Special:FilePath/FinnVlntrsTllnnDc1918.jpg,http://www.wikidata.org/entity/Q1127302
1900-01-01T00:00:00Z,"['Korean Empire', ' Russian Empire', ' Qing dynasty']",Korean invasion of Manchuria,https://en.wikipedia.org/wiki/Korean_invasion_of_Manchuria,"The Korean invasion of Manchuria was an invasion of Manchuria by the Korean Empire. The attack began on 11 August 1902, when Gojong of Korea sent Yi Bum-yun to Jiandao (also called ""Gando"") as an observer. The attack ended in victory for Korea, which gained some control over Jiandao.

",,http://www.wikidata.org/entity/Q122891255
1474-01-01T00:00:00Z,,Burgundian Wars,https://en.wikipedia.org/wiki/Burgundian_Wars,"The Burgundian Wars (1474–1477) were a conflict between the Burgundian State and the Old Swiss Confederacy and its allies. Open war broke out in 1474, and the Duke of Burgundy, Charles the Bold, was defeated three times on the battlefield in the following years and was killed at the Battle of Nancy in 1477. The Duchy of Burgundy and several other Burgundian lands then became part of France, and the Burgundian Netherlands and Franche-Comté were inherited by Charles's daughter, Mary of Burgundy, and eventually passed to the House of Habsburg upon her death because of her marriage to Maximilian I, Holy Roman Emperor.",http://commons.wikimedia.org/wiki/Special:FilePath/Burgunderkriege.png,http://www.wikidata.org/entity/Q315342
1343-01-01T00:00:00Z,"['Beylik of Aydın', ' Order of Hospitallers', ' Papal States', ' Republic of Venice', ' Kingdom of Cyprus', ' Dauphiné']",Smyrniote crusades,https://en.wikipedia.org/wiki/Smyrniote_crusades,"The Smyrniote crusades (1343–1351) were two Crusades sent by Pope Clement VI against the Emirate of Aydin under Umur Bey which had as their principal target the coastal city of Smyrna in Asia Minor.
The first Smyrniote crusade was the brainchild of Clement VI. The threat of Turkish piracy in the Aegean Sea had induced Clement's predecessors, John XXII and Benedict XII, to maintain a fleet of four galleys there to defend Christian shipping, but starting in the 1340s, Clement endeavoured with Venetian aid to expand this effort into a full military expedition. He commissioned Henry of Asti, the Catholic patriarch of Constantinople, to organise a league against the Turks, who had increased their piracy in the Aegean in recent years. Hugh IV of Cyprus and the Knights Hospitaller joined and on 2 November 1342, the Pope sent letters to engage the men and ships of Venice. The Papal bull granting the Crusade indulgence and authorising its preaching throughout Europe, Insurgentibus contra fidem, was published on 30 September.
The first Smyrniote crusade began with the naval victory of the Battle of Pallene and ended with an assault on Smyrna, capturing the harbour and the citadel but not the acropolis, on 28 October 1344. In a gesture of overconfidence, on 17 January 1345 Henry of Asti attempted to celebrate mass in an abandoned structure which he believed had been the cathedral of the metropolitan. In the middle of the service Umur Bey swept down on the congregation and the leaders of the crusade were killed, including the Patriarch, Martino Zaccaria, commander of the Papal galleys and the Venetian commander, Pietro Zeno.
The precarious situation of the Crusaders in Asia spurred the Pope to organise a second expedition in 1345. In November, under the command of Humbert II of Viennois, the second Smyrniote crusade set out from Venice. In February 1346 it won a victory over the Turks at Mytilene but Humbert did little more at Smyrna than sortie against the Turks and refortify the Christian section of the city. The next five years were occupied by Clement VI with attempts to negotiate a truce with the Turks, who kept Smyrna in a constant state of siege by land and direct financial and military aid to the city. Although Clement's concern with the Crusade ended abruptly in September 1351, the city of Smyrna remained in Christian hands until the Siege of Smyrna by the Timurids in 1402.",,http://www.wikidata.org/entity/Q638850
1400-08-01T00:00:00Z,,English invasion of Scotland,https://en.wikipedia.org/wiki/English_invasion_of_Scotland_(1400),"The English invasion of Scotland of August 1400 was the first military campaign undertaken by Henry IV of England after deposing the previous king, his cousin Richard II. Henry IV urgently wanted to defend the Anglo-Scottish border, and to overcome his predecessor's legacy of failed military campaigns.
A large army was assembled slowly and marched into Scotland. Not only was no pitched battle ever attempted, but the king did not try and besiege Scotland's capital, Edinburgh. Henry's army left at the end of the summer after only a brief stay, mostly camped near Leith (near Edinburgh) where it could maintain contact with its supply fleet. The campaign ultimately accomplished little except to further deplete the king's coffers, and is historically notable only for being the last one led by an English king on Scottish soil.",,http://www.wikidata.org/entity/Q27957870
1820-10-09T00:00:00Z,,Independence of Guayaquileño y el pueblo,https://en.wikipedia.org/wiki/October_9_Revolution,"The October Revolution, known in Soviet historiography as the Great October Socialist Revolution, was a revolution in Russia led by the Bolshevik Party of Vladimir Lenin that was a key moment in the larger Russian Revolution of 1917–1923. It was the second revolutionary change of government in Russia in 1917. It took place through an armed insurrection in Petrograd (now Saint Petersburg) on 7 November 1917 [O.S. 25 October]. It was the precipitating event of the Russian Civil War.
The October Revolution followed and capitalized on the February Revolution earlier that year, which had overthrown the Tsarist autocracy, resulting in a liberal provisional government. The provisional government had taken power after being proclaimed by Grand Duke Michael, Tsar Nicholas II's younger brother, who declined to take power after the Tsar stepped down. During this time, urban workers began to organize into councils (soviets) wherein revolutionaries criticized the provisional government and its actions. The provisional government remained unpopular, especially because it was continuing to fight in World War I, and had ruled with an iron fist throughout the summer (including killing hundreds of protesters in the July Days).
Events came to a head in the fall as the Directorate, led by the left-wing Party of Socialist-Revolutionaries (SRs), controlled the government. The far-left Bolsheviks were deeply unhappy with the government, and began spreading calls for a military uprising. On 10 October 1917 (O.S.; 23 October, N.S.), the Petrograd Soviet, led by Trotsky, voted to back a military uprising. On 24 October (O.S.;  6 November, N.S.) the government shut down numerous newspapers and closed the city of Petrograd in an attempt to forestall the revolution; minor armed skirmishes broke out. The next day a full scale uprising erupted as a fleet of Bolshevik sailors entered the harbor and tens of thousands of soldiers rose up in support of the Bolsheviks. Bolshevik Red Guards forces under the Military-Revolutionary Committee began the occupation of government buildings on 25 October (O.S.; 7 November, N.S.), 1917. The following day, the Winter Palace (the seat of the Provisional government located in Petrograd, then capital of Russia) was captured.
As the Revolution was not universally recognized, the country descended into the Russian Civil War, which would last until 1923 and ultimately lead to the creation of the Soviet Union in late 1922. The historiography of the event has varied. The victorious Soviet Union viewed it as a validation of their ideology, and the triumph of the worker over capitalism. During Soviet times, revolution day was a national holiday, marking its importance in the country's founding story. On the other hand, the Western Allies saw it as a totalitarian coup, which used the democratic Soviet councils only until they were no longer useful. The event inspired many cultural works, and ignited communist movements across Europe and globally. Many Marxist–Leninist parties around the world  celebrate October Revolution Day.

",http://commons.wikimedia.org/wiki/Special:FilePath/SageoEG%20-%20Parque%20Centenario%20en%20el%20atardecer.jpg,http://www.wikidata.org/entity/Q3460070
1665-01-01T00:00:00Z,,Second Anglo-Dutch War,https://en.wikipedia.org/wiki/Second_Anglo-Dutch_War,,http://commons.wikimedia.org/wiki/Special:FilePath/Storck%2C%20Four%20Days%20Battle.jpg,http://www.wikidata.org/entity/Q916495
1863-01-01T00:00:00Z,"['United States of Colombia', ' Ecuador']",Ecuadorian–Colombian War,https://en.wikipedia.org/wiki/Ecuadorian–Colombian_War,,http://commons.wikimedia.org/wiki/Special:FilePath/Lugar%20de%20la%20batalla%20de%20cuaspud.png,http://www.wikidata.org/entity/Q3118971
1912-08-14T00:00:00Z,,Khost rebellion (1912),https://en.wikipedia.org/wiki/Khost_rebellion_(1912),"The Khost rebellion was a rebellion in Khost that took place in 1912 in the Emirate of Afghanistan, and was the only serious crisis during the reign of Habibullah Khan.Its causes laid in the ""rapacity and exactions"" of Muhammad Akbar Khan, the local governor of the Khost district.  The rebellion, which was led by Jehandad Khan, began on 2 May 1912, when Mangal and Jadran tribesmen in Khost, Afghanistan rose up, quickly overwhelmed various isolated garrisons, and besieged Muhammad Akbar at Matun. Later that month, they were joined by the Ghilzai. Understanding the danger posed by the revolt, Habibullah sent Muhammad Nadir Khan to quell the rebellion. Alongside regular infantry, Nadir was also aided by Tajik levies who were unlikely to show any sympathy to the rebels. In the British Raj, tribesmen of the Kurram District were restricted from entering Afghanistan to aid the revolt.Muhammad Akbar eventually managed to break out of his besieged fort. By the end of May, Nadir had forced the rebels to sue for peace, and Jehandad Khan had fled to the British Raj, where he unsuccessfully lobbied for a British intervention. On 13 June, the rebellion was reported to be subsiding, and peace negotiations were going on in that same month. However, peace negotiations broke down, and in June 1912 fighting resumed. It ended on 14 August 1912, when the rebels surrendered after concessions were unexpectedly given by Afghan authorities, which included the replacement of Muhammad Akbar Khan by a new governor, Dost Muhammad. Habibullah's decision to show clemency to the rebels laid in a desire to conciliate enemies inherited from his predecessors, and the understanding that his acceptance of western ideas and encouragement of modern technical improvements had undermined his own popularity.",,http://www.wikidata.org/entity/Q65079683
1969-07-18T00:00:00Z,"['Honduras', ' El Salvador']",the hundred hour war,https://en.wikipedia.org/wiki/Football_War,,,http://www.wikidata.org/entity/Q223085
1487-01-01T00:00:00Z,"['Kingdom of Castile', ' Duchy of Brittany', ' Kingdom of England', ' Holy Roman Empire', ' Kingdom of France']",French–Breton War,https://en.wikipedia.org/wiki/French–Breton_War,,http://commons.wikimedia.org/wiki/Special:FilePath/Forteresses%20marches%20de%20Bretagne.png,http://www.wikidata.org/entity/Q3118990
1800-09-30T00:00:00Z,"['French First Republic', ' Great Britain', ' United States of America']",Quasi-War,https://en.wikipedia.org/wiki/Quasi-War,"The Quasi-War (French: Quasi-guerre) was an undeclared naval war fought from 1798 to 1800 between the United States and the French First Republic, primarily in the Caribbean and off the East Coast of the United States. 
In 1793, Congress suspended repayment of French loans incurred during the American Revolutionary War. The dispute escalated further due to different interpretations of the 1778 treaties of Alliance and Commerce between the two countries. France, then engaged in the 1792–1797 War of the First Coalition, which included Great Britain, viewed the 1794 Jay Treaty between the United States and Britain as incompatible with those treaties, and retaliated by seizing American ships trading with Britain.
Diplomatic negotiations failed to resolve these differences, and in October 1796 French privateers began attacking merchant ships sailing in American waters, regardless of nationality. The dissolution of Federal naval forces following independence left the US unable to mount an effective response and by October 1797, over 316 American ships had been captured. In March 1798, Congress reassembled the United States Navy and in July authorized the use of military force against France.
In addition to a number of individual ship actions, by 1799 American losses had been significantly reduced through informal cooperation with the Royal Navy, whereby merchant ships from both nations were allowed to join each other's convoys. Diplomatic negotiations between the US and France continued, the establishment of the French Consulate in November 1799 led to the Convention of 1800, which ended the war.
The ability of Congress to authorize military action without a formal declaration of war was later confirmed by the Supreme Court and formed the basis of many similar actions since, including American participation in the Vietnam War and the 1991 Gulf War.",http://commons.wikimedia.org/wiki/Special:FilePath/USSConstellationVsInsurgente.jpg,http://www.wikidata.org/entity/Q655480
